sentiment,char_length,letters,numbers,spaces,questions,exclamations,others,number_owords,positive_score,negative_score,hashtags,name_mentions,urls,emoji_positive,emoji_negative
1,118.0,92.0,3.0,20.0,0.0,0.0,3.0,18.0,0.0,-1.0,0,1,0,0,0
1,43.0,32.0,0.0,8.0,0.0,0.0,3.0,8.0,0.0,0.0,0,1,0,0,0
1,41.0,26.0,4.0,6.0,1.0,0.0,4.0,6.0,7.0,0.0,0,1,0,0,0
0,53.0,41.0,0.0,8.0,0.0,2.0,2.0,8.0,6.0,-1.0,0,1,0,0,0
1,65.0,47.0,2.0,13.0,0.0,2.0,1.0,13.0,10.0,-4.0,0,1,0,0,0
1,56.0,39.0,1.0,12.0,0.0,0.0,4.0,11.0,0.0,-6.0,0,1,0,0,0
0,40.0,31.0,0.0,6.0,0.0,0.0,3.0,6.0,1.0,0.0,0,1,0,0,0
1,73.0,56.0,4.0,11.0,0.0,0.0,2.0,11.0,11.0,0.0,0,1,0,1,0
1,41.0,32.0,0.0,7.0,0.0,1.0,1.0,7.0,2.0,0.0,0,1,0,0,0
1,17.0,14.0,0.0,2.0,0.0,0.0,1.0,2.0,6.0,0.0,0,1,0,0,0
0,118.0,89.0,0.0,20.0,0.0,0.0,9.0,20.0,0.0,0.0,0,1,0,0,0
1,130.0,103.0,0.0,22.0,0.0,0.0,5.0,21.0,3.0,-1.0,0,1,0,0,0
0,102.0,73.0,0.0,20.0,0.0,1.0,8.0,18.0,11.0,-2.0,0,1,0,0,0
0,64.0,44.0,1.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,0,1,1,0,0
1,34.0,27.0,0.0,4.0,0.0,0.0,3.0,6.0,0.0,0.0,0,1,0,0,0
1,133.0,101.0,2.0,25.0,0.0,3.0,2.0,25.0,11.0,0.0,0,1,0,0,0
0,77.0,48.0,5.0,17.0,1.0,1.0,5.0,14.0,9.0,0.0,0,1,0,1,0
0,53.0,42.0,0.0,6.0,0.0,1.0,4.0,6.0,0.0,-2.0,0,2,0,0,0
0,42.0,33.0,0.0,6.0,0.0,1.0,2.0,6.0,6.0,-1.0,0,1,0,0,0
0,104.0,81.0,0.0,19.0,0.0,0.0,4.0,19.0,0.0,0.0,0,1,0,0,0
1,86.0,67.0,0.0,13.0,0.0,0.0,6.0,14.0,8.0,-2.0,0,1,0,0,0
1,20.0,16.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0,1,0,0,0
1,93.0,69.0,2.0,17.0,1.0,1.0,3.0,16.0,3.0,0.0,0,1,0,0,0
1,53.0,39.0,1.0,12.0,0.0,0.0,1.0,10.0,0.0,0.0,0,1,0,0,0
1,125.0,98.0,0.0,22.0,0.0,1.0,4.0,20.0,5.0,0.0,1,2,0,0,0
0,86.0,67.0,0.0,14.0,0.0,0.0,5.0,14.0,3.0,-1.0,0,2,0,0,0
0,79.0,61.0,0.0,14.0,0.0,0.0,4.0,12.0,6.0,0.0,0,1,0,0,0
1,138.0,102.0,0.0,27.0,0.0,1.0,8.0,23.0,6.0,-2.0,0,1,0,0,0
0,72.0,57.0,0.0,13.0,0.0,0.0,2.0,12.0,1.0,0.0,0,1,0,0,0
1,53.0,40.0,0.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,0,2,0,0,0
1,49.0,38.0,0.0,9.0,0.0,1.0,1.0,9.0,6.0,0.0,0,1,0,0,0
0,34.0,25.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,-1.0,0,1,0,0,0
1,97.0,74.0,1.0,19.0,1.0,0.0,2.0,17.0,0.0,0.0,0,1,0,0,0
1,127.0,96.0,0.0,25.0,0.0,1.0,5.0,25.0,5.0,-4.0,0,1,0,0,0
1,60.0,49.0,0.0,9.0,0.0,0.0,2.0,5.0,3.0,0.0,0,1,0,0,0
0,113.0,85.0,0.0,23.0,1.0,2.0,2.0,19.0,3.0,-3.0,0,1,0,0,0
1,123.0,90.0,4.0,21.0,1.0,2.0,5.0,21.0,5.0,0.0,1,1,0,0,0
0,71.0,55.0,0.0,12.0,1.0,1.0,2.0,12.0,6.0,-2.0,0,1,0,0,0
1,47.0,37.0,0.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0,1,0,0,0
1,117.0,83.0,4.0,24.0,0.0,3.0,3.0,22.0,4.0,0.0,0,1,0,0,0
0,62.0,50.0,0.0,10.0,0.0,0.0,2.0,10.0,3.0,0.0,0,1,0,0,0
0,59.0,43.0,4.0,10.0,0.0,0.0,2.0,10.0,0.0,0.0,0,1,0,0,0
1,55.0,42.0,0.0,9.0,0.0,0.0,4.0,9.0,10.0,0.0,0,1,0,0,0
0,34.0,26.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,-1.0,0,1,0,0,0
1,121.0,88.0,2.0,24.0,0.0,4.0,3.0,22.0,5.0,0.0,0,1,0,0,0
0,43.0,31.0,0.0,8.0,1.0,0.0,3.0,8.0,0.0,-2.0,0,1,0,0,0
1,45.0,35.0,0.0,5.0,3.0,0.0,2.0,4.0,0.0,0.0,0,1,0,0,0
1,136.0,102.0,0.0,26.0,0.0,1.0,7.0,23.0,8.0,0.0,0,1,0,0,0
0,138.0,103.0,0.0,27.0,0.0,0.0,8.0,25.0,2.0,-4.0,0,1,0,0,0
1,113.0,93.0,0.0,11.0,0.0,0.0,9.0,9.0,0.0,0.0,0,1,0,0,0
0,53.0,37.0,4.0,8.0,0.0,0.0,4.0,8.0,8.0,0.0,1,2,0,0,0
1,57.0,38.0,2.0,12.0,0.0,2.0,3.0,11.0,6.0,0.0,0,1,0,0,0
0,40.0,30.0,0.0,8.0,0.0,0.0,2.0,8.0,3.0,0.0,0,1,0,0,0
1,121.0,89.0,3.0,21.0,1.0,3.0,4.0,21.0,12.0,0.0,0,2,0,0,0
1,88.0,71.0,0.0,15.0,0.0,0.0,2.0,15.0,2.0,0.0,0,1,0,0,0
1,43.0,34.0,0.0,7.0,1.0,0.0,1.0,7.0,1.0,0.0,0,1,0,0,0
1,43.0,32.0,0.0,9.0,1.0,0.0,1.0,7.0,0.0,0.0,0,1,0,0,0
1,37.0,28.0,0.0,7.0,0.0,0.0,2.0,7.0,3.0,0.0,0,1,0,0,0
1,53.0,42.0,0.0,8.0,1.0,0.0,2.0,7.0,0.0,0.0,0,1,0,0,0
0,70.0,55.0,0.0,11.0,0.0,1.0,3.0,11.0,2.0,-2.0,0,1,0,0,0
0,29.0,23.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,1,0,0,0
1,86.0,61.0,1.0,15.0,0.0,0.0,9.0,14.0,0.0,-1.0,0,1,0,0,0
1,64.0,47.0,0.0,8.0,0.0,0.0,9.0,8.0,2.0,0.0,0,3,0,0,0
1,40.0,30.0,0.0,8.0,0.0,1.0,1.0,7.0,1.0,-4.0,0,1,0,0,0
0,21.0,18.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0,1,0,0,0
1,97.0,72.0,0.0,16.0,0.0,0.0,9.0,14.0,1.0,0.0,0,1,0,0,0
0,23.0,17.0,0.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,0,1,0,0,0
1,138.0,105.0,0.0,25.0,1.0,3.0,4.0,22.0,6.0,0.0,0,1,0,0,0
1,132.0,106.0,0.0,21.0,0.0,2.0,3.0,19.0,8.0,0.0,0,1,0,0,0
0,128.0,92.0,0.0,25.0,0.0,0.0,11.0,23.0,0.0,-4.0,0,1,0,1,0
0,138.0,105.0,0.0,27.0,0.0,0.0,6.0,26.0,1.0,-5.0,0,1,0,0,0
1,124.0,89.0,2.0,26.0,0.0,1.0,6.0,23.0,5.0,0.0,0,1,0,0,0
1,54.0,38.0,0.0,11.0,0.0,0.0,5.0,10.0,0.0,0.0,0,1,0,0,0
0,37.0,28.0,0.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,0,1,0,0,0
1,138.0,109.0,0.0,27.0,0.0,0.0,2.0,26.0,0.0,-1.0,0,1,0,0,0
0,119.0,92.0,0.0,22.0,0.0,0.0,5.0,20.0,0.0,-4.0,0,1,0,1,0
1,39.0,30.0,0.0,8.0,0.0,0.0,1.0,7.0,4.0,0.0,0,1,0,0,0
1,126.0,91.0,3.0,24.0,0.0,0.0,8.0,24.0,10.0,0.0,0,1,0,0,0
1,53.0,44.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,0,1,0,0,0
0,61.0,47.0,0.0,11.0,0.0,0.0,3.0,11.0,6.0,-3.0,0,1,0,0,0
1,111.0,78.0,5.0,14.0,1.0,0.0,13.0,14.0,8.0,0.0,0,1,1,0,0
0,131.0,99.0,1.0,24.0,0.0,1.0,6.0,20.0,0.0,-1.0,0,1,0,0,0
0,34.0,24.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,0
1,59.0,48.0,0.0,8.0,0.0,0.0,3.0,8.0,14.0,0.0,0,1,0,0,0
1,114.0,91.0,1.0,19.0,0.0,0.0,3.0,18.0,4.0,0.0,0,1,0,0,0
0,47.0,36.0,0.0,8.0,2.0,0.0,1.0,7.0,0.0,-2.0,0,1,0,0,0
1,46.0,29.0,4.0,8.0,0.0,2.0,3.0,8.0,3.0,0.0,0,1,0,0,0
1,131.0,105.0,0.0,21.0,0.0,0.0,5.0,22.0,6.0,0.0,0,1,0,0,0
1,127.0,94.0,0.0,25.0,0.0,0.0,8.0,21.0,0.0,0.0,0,1,0,0,0
0,27.0,17.0,4.0,4.0,0.0,0.0,2.0,4.0,0.0,-3.0,0,1,0,0,0
1,75.0,60.0,0.0,12.0,0.0,1.0,2.0,11.0,10.0,0.0,0,1,0,0,0
0,136.0,102.0,1.0,28.0,0.0,1.0,4.0,23.0,0.0,0.0,0,1,0,0,0
0,37.0,30.0,0.0,5.0,0.0,1.0,1.0,5.0,0.0,-2.0,0,1,0,0,0
0,76.0,54.0,3.0,14.0,4.0,0.0,1.0,14.0,2.0,0.0,0,1,0,0,0
0,96.0,71.0,0.0,19.0,0.0,0.0,6.0,17.0,0.0,-4.0,0,1,0,0,0
0,25.0,17.0,0.0,4.0,0.0,1.0,3.0,5.0,0.0,-4.0,0,1,0,0,0
1,127.0,93.0,0.0,25.0,1.0,1.0,7.0,23.0,5.0,0.0,0,1,0,0,1
1,132.0,97.0,4.0,22.0,0.0,2.0,7.0,20.0,12.0,0.0,0,1,0,0,0
1,124.0,98.0,0.0,22.0,0.0,0.0,4.0,22.0,4.0,-6.0,0,1,0,0,0
0,54.0,44.0,0.0,9.0,0.0,0.0,1.0,9.0,3.0,0.0,0,1,0,0,0
0,136.0,104.0,2.0,25.0,0.0,3.0,2.0,24.0,0.0,-5.0,0,1,0,0,0
1,107.0,82.0,0.0,15.0,0.0,0.0,10.0,15.0,2.0,0.0,0,1,0,0,0
1,73.0,57.0,0.0,11.0,0.0,2.0,3.0,11.0,10.0,-1.0,0,1,0,0,0
0,111.0,83.0,0.0,20.0,1.0,2.0,5.0,20.0,6.0,-2.0,0,1,0,0,0
0,63.0,46.0,0.0,14.0,1.0,1.0,1.0,12.0,9.0,-7.0,0,1,0,0,0
1,138.0,104.0,1.0,28.0,1.0,0.0,4.0,25.0,8.0,0.0,0,1,0,0,0
0,101.0,71.0,2.0,20.0,5.0,0.0,3.0,16.0,0.0,-2.0,0,1,0,0,0
1,63.0,46.0,0.0,11.0,0.0,1.0,5.0,12.0,1.0,0.0,0,1,0,0,0
0,80.0,58.0,3.0,15.0,0.0,0.0,4.0,13.0,0.0,0.0,0,1,0,0,0
0,43.0,32.0,0.0,8.0,1.0,0.0,2.0,7.0,0.0,0.0,0,1,0,0,0
0,66.0,53.0,0.0,12.0,0.0,0.0,1.0,12.0,2.0,-2.0,0,1,0,0,0
0,132.0,100.0,0.0,26.0,0.0,2.0,4.0,21.0,8.0,0.0,0,1,0,1,0
0,22.0,13.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0,0.0,0,0,0,0,0
1,87.0,69.0,0.0,16.0,0.0,0.0,2.0,16.0,0.0,-1.0,0,0,0,0,0
1,67.0,54.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0
1,139.0,97.0,2.0,20.0,1.0,2.0,17.0,17.0,6.0,0.0,0,4,1,0,0
0,60.0,45.0,1.0,13.0,0.0,0.0,1.0,11.0,3.0,0.0,0,1,0,0,0
1,138.0,105.0,0.0,27.0,0.0,1.0,5.0,23.0,1.0,0.0,0,1,0,0,0
1,30.0,21.0,2.0,5.0,0.0,0.0,2.0,6.0,2.0,0.0,0,1,0,0,0
0,59.0,41.0,4.0,10.0,0.0,2.0,2.0,7.0,2.0,0.0,0,1,0,0,0
1,37.0,25.0,4.0,6.0,0.0,0.0,2.0,6.0,3.0,0.0,0,1,0,1,0
0,100.0,73.0,2.0,17.0,0.0,5.0,3.0,18.0,1.0,0.0,0,1,0,0,0
1,59.0,46.0,0.0,7.0,0.0,2.0,4.0,7.0,6.0,0.0,0,1,0,0,0
0,49.0,40.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,-2.0,0,1,0,0,0
0,47.0,35.0,0.0,8.0,0.0,0.0,4.0,8.0,1.0,0.0,0,1,0,0,0
1,35.0,18.0,8.0,6.0,0.0,0.0,3.0,6.0,1.0,0.0,0,1,0,1,0
1,31.0,26.0,0.0,3.0,0.0,0.0,2.0,3.0,3.0,0.0,0,1,0,0,0
0,133.0,97.0,0.0,26.0,0.0,0.0,10.0,23.0,8.0,-2.0,0,1,0,0,0
1,90.0,67.0,1.0,14.0,0.0,1.0,7.0,11.0,5.0,0.0,0,1,1,0,0
1,85.0,67.0,0.0,17.0,0.0,0.0,1.0,15.0,0.0,0.0,0,1,0,0,0
1,76.0,49.0,8.0,12.0,0.0,0.0,7.0,10.0,0.0,-1.0,0,2,0,0,0
0,38.0,28.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,-2.0,0,1,0,0,0
1,80.0,65.0,2.0,10.0,0.0,0.0,3.0,10.0,0.0,0.0,0,3,0,0,0
1,120.0,92.0,0.0,24.0,0.0,0.0,4.0,22.0,2.0,0.0,0,1,0,0,0
1,110.0,81.0,3.0,22.0,1.0,1.0,2.0,20.0,11.0,-1.0,0,1,0,0,0
1,65.0,47.0,0.0,13.0,0.0,1.0,4.0,12.0,1.0,0.0,0,2,0,0,0
1,108.0,86.0,0.0,18.0,0.0,0.0,4.0,16.0,9.0,0.0,0,1,0,0,0
0,96.0,64.0,3.0,20.0,3.0,1.0,5.0,15.0,1.0,-3.0,0,1,0,0,0
0,136.0,104.0,0.0,24.0,0.0,1.0,7.0,22.0,0.0,0.0,0,1,0,0,0
0,48.0,33.0,0.0,8.0,0.0,4.0,3.0,9.0,0.0,0.0,0,1,0,0,0
1,115.0,91.0,0.0,20.0,0.0,1.0,3.0,20.0,2.0,0.0,0,1,0,0,0
0,46.0,27.0,12.0,6.0,0.0,0.0,1.0,5.0,2.0,0.0,0,1,0,0,0
1,59.0,44.0,0.0,11.0,1.0,1.0,2.0,11.0,0.0,0.0,0,1,0,0,0
1,65.0,51.0,0.0,11.0,0.0,0.0,3.0,10.0,3.0,0.0,0,1,0,0,0
0,53.0,39.0,2.0,8.0,1.0,1.0,2.0,7.0,0.0,0.0,0,1,0,0,0
0,63.0,49.0,0.0,11.0,1.0,0.0,2.0,11.0,0.0,0.0,0,1,0,0,0
1,47.0,38.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,0.0,0,1,0,0,0
1,45.0,37.0,0.0,7.0,0.0,0.0,1.0,7.0,0.0,0.0,0,1,0,0,0
1,98.0,73.0,1.0,16.0,0.0,4.0,4.0,16.0,2.0,-2.0,0,1,0,0,0
0,120.0,86.0,0.0,25.0,1.0,1.0,7.0,22.0,0.0,0.0,0,1,0,2,0
1,19.0,13.0,0.0,3.0,0.0,1.0,2.0,3.0,2.0,0.0,0,1,0,0,0
0,27.0,21.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,-1.0,0,1,0,0,0
1,12.0,7.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0
0,48.0,40.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0,1,0,0,0
1,22.0,19.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0,1,0,0,0
0,45.0,35.0,0.0,7.0,1.0,0.0,2.0,7.0,0.0,0.0,0,1,0,0,0
0,44.0,36.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,-3.0,0,1,0,0,0
1,90.0,70.0,0.0,16.0,0.0,2.0,2.0,15.0,3.0,-5.0,0,1,0,0,0
1,75.0,56.0,4.0,11.0,0.0,1.0,3.0,12.0,12.0,0.0,0,1,0,0,0
1,58.0,43.0,0.0,8.0,0.0,0.0,7.0,7.0,5.0,0.0,0,1,0,0,0
0,79.0,59.0,0.0,16.0,0.0,1.0,3.0,14.0,0.0,-1.0,0,1,0,0,0
1,79.0,58.0,0.0,14.0,0.0,1.0,6.0,13.0,5.0,0.0,0,1,0,0,0
1,48.0,39.0,0.0,8.0,0.0,0.0,1.0,8.0,3.0,0.0,0,1,0,0,0
1,147.0,107.0,0.0,26.0,0.0,2.0,12.0,22.0,10.0,0.0,0,1,0,1,0
0,38.0,29.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,0,1,0,0,1
0,75.0,54.0,1.0,17.0,0.0,2.0,1.0,13.0,0.0,0.0,0,1,0,0,0
0,34.0,25.0,0.0,6.0,1.0,1.0,1.0,6.0,1.0,0.0,0,1,0,0,0
0,39.0,27.0,2.0,8.0,0.0,0.0,2.0,8.0,0.0,-7.0,0,1,0,0,0
1,43.0,33.0,0.0,7.0,0.0,2.0,1.0,7.0,0.0,0.0,0,1,0,0,0
0,76.0,52.0,3.0,17.0,0.0,0.0,4.0,15.0,0.0,-4.0,0,1,0,0,0
1,57.0,41.0,0.0,9.0,0.0,1.0,6.0,8.0,4.0,0.0,0,1,0,0,0
0,78.0,58.0,0.0,14.0,1.0,0.0,5.0,14.0,0.0,-3.0,0,1,0,0,0
1,31.0,20.0,3.0,4.0,1.0,0.0,3.0,4.0,0.0,0.0,0,1,0,0,0
0,66.0,49.0,0.0,12.0,1.0,0.0,4.0,13.0,0.0,-2.0,0,1,0,0,0
1,61.0,48.0,0.0,9.0,0.0,3.0,1.0,9.0,3.0,-2.0,0,1,0,0,0
1,82.0,62.0,0.0,15.0,0.0,1.0,4.0,15.0,0.0,0.0,0,1,0,0,0
0,63.0,50.0,0.0,12.0,0.0,0.0,1.0,11.0,0.0,0.0,0,1,0,0,0
1,58.0,44.0,0.0,10.0,0.0,0.0,4.0,10.0,5.0,0.0,0,1,0,0,0
1,45.0,36.0,0.0,8.0,0.0,0.0,1.0,8.0,0.0,0.0,0,1,0,0,0
0,42.0,33.0,0.0,7.0,0.0,0.0,2.0,7.0,0.0,-4.0,0,1,0,0,0
0,138.0,110.0,0.0,24.0,0.0,0.0,4.0,22.0,2.0,-3.0,0,1,0,0,0
1,64.0,45.0,0.0,13.0,0.0,2.0,4.0,11.0,5.0,0.0,0,1,0,0,0
1,100.0,80.0,0.0,14.0,3.0,0.0,3.0,13.0,0.0,0.0,0,3,0,0,0
1,115.0,86.0,0.0,24.0,0.0,0.0,5.0,22.0,11.0,0.0,0,1,0,0,0
1,80.0,56.0,1.0,12.0,2.0,0.0,9.0,10.0,0.0,0.0,0,1,1,0,0
1,54.0,43.0,0.0,9.0,0.0,1.0,1.0,9.0,0.0,0.0,0,1,0,0,0
1,97.0,78.0,0.0,16.0,0.0,0.0,3.0,16.0,1.0,0.0,0,1,0,0,0
0,45.0,35.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0,1,0,0,0
0,118.0,90.0,1.0,23.0,0.0,1.0,3.0,22.0,11.0,0.0,0,1,0,0,0
1,86.0,65.0,0.0,16.0,0.0,0.0,5.0,16.0,0.0,0.0,0,1,0,0,0
0,124.0,94.0,0.0,26.0,0.0,0.0,4.0,24.0,5.0,-1.0,0,1,0,0,0
1,24.0,18.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,0.0,0,1,0,0,0
1,87.0,67.0,0.0,16.0,0.0,0.0,4.0,15.0,3.0,-1.0,0,1,0,0,0
0,55.0,44.0,0.0,8.0,0.0,2.0,1.0,8.0,1.0,-3.0,0,1,0,0,0
0,85.0,69.0,0.0,12.0,0.0,0.0,4.0,12.0,0.0,-2.0,0,1,0,0,0
1,88.0,68.0,0.0,16.0,0.0,0.0,4.0,14.0,0.0,-1.0,0,2,0,0,0
1,79.0,61.0,0.0,15.0,0.0,0.0,3.0,14.0,0.0,0.0,0,1,0,0,0
1,89.0,67.0,0.0,17.0,0.0,0.0,5.0,16.0,6.0,0.0,0,1,0,0,0
0,77.0,51.0,2.0,17.0,0.0,3.0,4.0,15.0,0.0,-2.0,0,1,0,0,0
0,47.0,36.0,0.0,9.0,0.0,0.0,2.0,9.0,2.0,0.0,0,1,0,0,0
1,68.0,50.0,2.0,11.0,0.0,2.0,3.0,11.0,3.0,-1.0,1,1,0,0,0
1,63.0,43.0,2.0,9.0,0.0,2.0,7.0,7.0,0.0,0.0,0,1,0,0,0
1,34.0,28.0,0.0,3.0,0.0,0.0,3.0,4.0,2.0,0.0,0,1,0,0,0
1,133.0,107.0,0.0,20.0,0.0,1.0,5.0,18.0,5.0,0.0,0,1,0,0,0
1,31.0,23.0,0.0,6.0,0.0,1.0,1.0,5.0,2.0,0.0,0,1,0,0,0
1,110.0,83.0,0.0,23.0,0.0,3.0,1.0,19.0,12.0,-1.0,0,1,0,0,0
0,51.0,35.0,0.0,11.0,0.0,2.0,3.0,9.0,6.0,0.0,0,1,0,0,0
1,40.0,31.0,0.0,6.0,0.0,1.0,2.0,7.0,2.0,0.0,0,1,0,0,0
1,67.0,51.0,0.0,12.0,0.0,1.0,3.0,12.0,1.0,0.0,0,1,0,0,0
1,45.0,33.0,1.0,8.0,0.0,0.0,3.0,8.0,2.0,0.0,0,1,0,1,0
1,128.0,103.0,0.0,19.0,0.0,1.0,5.0,16.0,7.0,-1.0,1,2,0,0,0
1,21.0,15.0,2.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0,1,0,0,0
1,47.0,33.0,2.0,8.0,0.0,0.0,4.0,7.0,0.0,0.0,0,1,0,0,0
0,12.0,8.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,0,0,0
1,56.0,42.0,0.0,9.0,0.0,2.0,3.0,9.0,0.0,0.0,0,1,0,0,0
1,89.0,61.0,0.0,17.0,0.0,6.0,5.0,15.0,0.0,0.0,0,1,0,0,0
1,45.0,33.0,1.0,8.0,1.0,1.0,1.0,6.0,4.0,0.0,0,1,0,0,0
1,97.0,78.0,0.0,15.0,0.0,1.0,3.0,15.0,0.0,0.0,0,1,0,0,0
0,29.0,25.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,-4.0,0,1,0,0,0
1,47.0,35.0,0.0,8.0,0.0,1.0,3.0,9.0,0.0,0.0,0,1,0,0,0
1,84.0,62.0,3.0,17.0,0.0,0.0,2.0,14.0,5.0,0.0,0,1,0,0,0
0,64.0,53.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,0.0,0,1,0,0,0
0,43.0,33.0,0.0,8.0,0.0,0.0,2.0,8.0,0.0,0.0,0,1,0,0,0
0,25.0,20.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0,1,0,0,0
1,126.0,85.0,5.0,24.0,2.0,0.0,10.0,22.0,2.0,0.0,0,3,0,0,0
0,135.0,105.0,1.0,23.0,0.0,0.0,6.0,23.0,1.0,-1.0,0,1,0,0,1
0,135.0,97.0,4.0,30.0,0.0,1.0,3.0,25.0,4.0,0.0,0,1,0,0,0
0,101.0,79.0,0.0,19.0,0.0,0.0,3.0,17.0,5.0,-1.0,0,1,0,0,0
1,21.0,18.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0,1,0,0,0
1,122.0,96.0,0.0,22.0,0.0,0.0,4.0,19.0,9.0,0.0,0,1,0,0,0
1,135.0,93.0,2.0,26.0,0.0,5.0,9.0,20.0,9.0,0.0,0,1,0,0,0
1,69.0,53.0,0.0,14.0,0.0,0.0,2.0,12.0,3.0,0.0,0,1,0,0,0
1,58.0,47.0,0.0,9.0,0.0,1.0,1.0,9.0,6.0,0.0,0,1,0,0,0
1,24.0,18.0,2.0,3.0,0.0,0.0,1.0,3.0,6.0,0.0,0,1,0,0,0
1,61.0,45.0,0.0,11.0,0.0,0.0,5.0,9.0,0.0,-5.0,0,1,0,0,0
1,90.0,70.0,0.0,15.0,0.0,0.0,5.0,15.0,6.0,0.0,0,1,0,0,0
0,109.0,86.0,0.0,21.0,0.0,0.0,2.0,21.0,3.0,0.0,0,1,0,0,0
0,77.0,60.0,0.0,14.0,0.0,1.0,2.0,14.0,8.0,-7.0,0,1,0,0,0
1,42.0,31.0,0.0,8.0,0.0,2.0,1.0,8.0,5.0,0.0,0,1,0,0,0
1,89.0,71.0,0.0,15.0,0.0,1.0,2.0,14.0,2.0,0.0,0,1,0,0,0
0,69.0,56.0,0.0,9.0,1.0,0.0,3.0,9.0,0.0,0.0,0,1,0,0,0
0,103.0,68.0,6.0,23.0,0.0,0.0,6.0,19.0,1.0,0.0,0,1,0,0,0
1,86.0,67.0,0.0,16.0,0.0,0.0,3.0,16.0,2.0,-3.0,0,1,0,0,0
0,50.0,39.0,0.0,9.0,0.0,1.0,1.0,9.0,3.0,0.0,0,1,0,0,0
0,27.0,22.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,0,1,0,0,0
1,40.0,33.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0,1,0,0,0
1,57.0,43.0,2.0,10.0,0.0,1.0,1.0,9.0,5.0,0.0,0,1,0,0,0
1,48.0,33.0,2.0,7.0,0.0,3.0,3.0,7.0,0.0,0.0,0,1,0,0,0
1,79.0,61.0,0.0,13.0,0.0,0.0,5.0,12.0,2.0,0.0,0,1,0,0,0
0,131.0,103.0,0.0,25.0,0.0,2.0,1.0,24.0,2.0,-2.0,0,1,0,0,0
1,38.0,27.0,0.0,9.0,0.0,0.0,2.0,8.0,7.0,0.0,0,1,0,0,0
0,44.0,33.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,0.0,0,1,0,0,0
0,87.0,72.0,0.0,12.0,0.0,0.0,3.0,11.0,2.0,-2.0,0,1,0,0,0
1,58.0,44.0,0.0,11.0,0.0,0.0,3.0,9.0,2.0,0.0,0,1,0,0,0
0,57.0,44.0,0.0,12.0,0.0,0.0,1.0,11.0,0.0,-4.0,0,1,0,0,0
1,137.0,114.0,0.0,22.0,0.0,0.0,1.0,21.0,4.0,-1.0,0,1,0,0,0
1,33.0,27.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,0,1,0,0,0
1,123.0,100.0,0.0,22.0,0.0,0.0,1.0,18.0,9.0,0.0,0,1,0,0,0
0,83.0,65.0,0.0,17.0,0.0,0.0,1.0,15.0,0.0,-1.0,0,1,0,0,0
1,138.0,109.0,4.0,22.0,0.0,0.0,3.0,22.0,3.0,-2.0,0,1,0,0,0
0,61.0,50.0,0.0,9.0,0.0,0.0,2.0,9.0,0.0,-2.0,0,1,0,0,0
1,80.0,63.0,0.0,14.0,0.0,2.0,1.0,13.0,6.0,0.0,0,1,0,0,0
1,51.0,41.0,0.0,8.0,1.0,0.0,1.0,8.0,0.0,0.0,0,1,0,0,0
1,124.0,90.0,1.0,24.0,0.0,1.0,8.0,21.0,11.0,0.0,0,1,0,0,0
0,128.0,96.0,4.0,22.0,0.0,0.0,6.0,22.0,2.0,0.0,0,1,0,0,0
1,84.0,64.0,1.0,15.0,0.0,1.0,3.0,14.0,7.0,0.0,0,1,0,1,0
